tipo,lat,lon,name,address,location
restaurant,39.4710138,-0.3806733,Les Roques,NO STREET 9999,Valencia
restaurant,39.4708998,-0.3812193,La Masía del Vino,NO STREET 9999,Valencia
restaurant,39.470892,-0.3830845,Aladino,NO STREET 9999,Valencia
restaurant,39.477108,-0.3632784,Foster's Hollywood,NO STREET 9999,Valencia
restaurant,39.4519266,-0.3739882,Casa Manolo,NO STREET 9999,Valencia
restaurant,39.4508285,-0.3732921,Casa Tere,NO STREET 9999,Valencia
restaurant,39.4505895,-0.3730823,NO NAME,NO STREET 9999,Valencia
restaurant,39.4517073,-0.3723198,Saisua,NO STREET 9999,Valencia
restaurant,39.4513061,-0.372035,Chino Nuevo Siglo,NO STREET 9999,Valencia
restaurant,39.4483496,-0.3678916,Bar San Luís,NO STREET 9999,Valencia
restaurant,39.4503085,-0.3715924,Los Bestias,NO STREET 9999,Valencia
restaurant,39.4849007,-0.3379912,El Famós,Camí de L'esglesia de Vera 14,Valencia
restaurant,39.4955817,-0.4016255,Yashi Wok,NO STREET 9999,Valencia
restaurant,39.4742601,-0.3812275,DJango,NO STREET 9999,Valencia
restaurant,39.4737322,-0.3818644,Bipolar,Plaza de las Escuelas Pías 3,Valencia
restaurant,39.4746657,-0.3835167,Restaurante Aldaba,NO STREET 9999,Valencia
restaurant,39.4758321,-0.3830933,Canela Arroces,Carrer de Quart 57,Valencia
restaurant,39.4742592,-0.3808255,Dhaba,Plaça de Joan de Vila-rasa 6,Valencia
restaurant,39.4777599,-0.375785,Las Cuevas,NO STREET 9999,Valencia
restaurant,39.4775749,-0.3555903,Bar Pekin,NO STREET 9999,Valencia
restaurant,39.470194,-0.3837139,Pegaso,NO STREET 9999,Valencia
restaurant,39.5462512,-0.386134,Restaurante Intos,NO STREET 9999,Valencia
restaurant,39.5453175,-0.3851696,Ca Màxim,NO STREET 9999,Valencia
restaurant,39.5429834,-0.3870116,Campanaris,NO STREET 9999,Valencia
restaurant,39.4852451,-0.3984648,Restaurante Chino Mei Hua II,NO STREET 9999,Valencia
restaurant,39.5308304,-0.4430676,Wok,NO STREET 9999,Valencia
restaurant,39.5004598,-0.4256116,Velódromo,NO STREET 9999,Valencia
restaurant,39.5005153,-0.4250539,Las Palmeras,NO STREET 9999,Valencia
restaurant,39.5019612,-0.4260315,Mesón Ferial,NO STREET 9999,Valencia
restaurant,39.5020352,-0.4263297,Valencia Restaurante,NO STREET 9999,Valencia
restaurant,39.5025265,-0.4266168,Escorial,NO STREET 9999,Valencia
restaurant,39.5023408,-0.4251853,Los Pinos,NO STREET 9999,Valencia
restaurant,39.5028695,-0.4258175,Restaurante Casa Emilia,NO STREET 9999,Valencia
restaurant,39.5037304,-0.4249277,Duke,NO STREET 9999,Valencia
restaurant,39.4635462,-0.3234952,La Marcelina,Passeig de Neptú 8,Valencia
restaurant,39.4748689,-0.3749513,Petit MontMartre,NO STREET 9999,Valencia
restaurant,39.4759235,-0.3772467,Bodeguilla del Gato,Carrer Catalans 10,Valencia
restaurant,39.4729859,-0.3580375,NO NAME,NO STREET 9999,Valencia
restaurant,39.468156,-0.3802543,San Augustin,NO STREET 9999,Valencia
restaurant,39.4714781,-0.3776459,La Terrazza,NO STREET 9999,Valencia
restaurant,39.4733028,-0.3761283,Sagardi,Carrer de Sant Vicent Màrtir 6,Valencia
